Blues         classical         country         disco         hiphop         jazz         metal         pop         reggae         rock
../../../data/testData\jazz.00001.mp3.txt   0,113333333333333           0,46           0,146666666666667           0,02           0,0266666666666667           0,16           0,0133333333333333           0,0133333333333333           0,02           0,0266666666666667
../../../data/testData\jazz.00002.mp3.txt   0,0933333333333333           0,313333333333333           0,206666666666667           0,02           0,00666666666666667           0,22           0,00666666666666667           0,0533333333333333           0,0266666666666667           0,0533333333333333
../../../data/testData\jazz.00003.mp3.txt   0,0666666666666667           0,52           0,2           0,0133333333333333           0           0,16           0           0,02           0,0133333333333333           0,00666666666666667
../../../data/testData\jazz.00004.mp3.txt   0,0866666666666667           0,36           0,246666666666667           0           0,0133333333333333           0,233333333333333           0           0,0133333333333333           0,0133333333333333           0,0333333333333333
../../../data/testData\jazz.00005.mp3.txt   0,246666666666667           0,166666666666667           0,1           0,0333333333333333           0,0266666666666667           0,213333333333333           0           0,0533333333333333           0,113333333333333           0,0466666666666667
../../../data/testData\jazz.00006.mp3.txt   0,18           0,153333333333333           0,22           0,02           0,0266666666666667           0,22           0           0,0333333333333333           0,0866666666666667           0,06
../../../data/testData\jazz.00007.mp3.txt   0,16           0,34           0,166666666666667           0,02           0,00666666666666667           0,233333333333333           0           0,0133333333333333           0,0333333333333333           0,0266666666666667
../../../data/testData\jazz.00008.mp3.txt   0,213333333333333           0,0666666666666667           0,22           0           0,06           0,206666666666667           0           0,04           0,12           0,0733333333333333
../../../data/testData\jazz.00009.mp3.txt   0,186666666666667           0,166666666666667           0,206666666666667           0,0133333333333333           0,00666666666666667           0,26           0,0133333333333333           0,0133333333333333           0,04           0,0933333333333333
../../../data/testData\metal.00000.mp3.txt   0,0533333333333333           0,00666666666666667           0,0133333333333333           0,0933333333333333           0,0333333333333333           0,00666666666666667           0,56           0,0666666666666667           0,0266666666666667           0,14
../../../data/testData\metal.00001.mp3.txt   0,0533333333333333           0,00666666666666667           0,0333333333333333           0,106666666666667           0,06           0           0,5           0,0733333333333333           0,00666666666666667           0,16
../../../data/testData\metal.00002.mp3.txt   0,0933333333333333           0,02           0,04           0,06           0,02           0,02           0,353333333333333           0,0533333333333333           0           0,34
../../../data/testData\metal.00003.mp3.txt   0,0333333333333333           0,0133333333333333           0,02           0,0666666666666667           0,00666666666666667           0,00666666666666667           0,566666666666667           0,1           0,02           0,166666666666667
../../../data/testData\metal.00004.mp3.txt   0,0266666666666667           0           0,0133333333333333           0,133333333333333           0,0933333333333333           0,00666666666666667           0,48           0,1           0,0333333333333333           0,113333333333333
../../../data/testData\metal.00005.mp3.txt   0,0733333333333333           0,0133333333333333           0,0933333333333333           0,153333333333333           0,02           0,04           0,34           0,04           0,02           0,206666666666667
../../../data/testData\metal.00006.mp3.txt   0,0133333333333333           0           0,0333333333333333           0,1           0,0333333333333333           0,0133333333333333           0,513333333333333           0,04           0,0133333333333333           0,24
../../../data/testData\metal.00007.mp3.txt   0,0466666666666667           0           0,02           0,133333333333333           0,0466666666666667           0,0133333333333333           0,58           0,0466666666666667           0,0266666666666667           0,0866666666666667
../../../data/testData\metal.00008.mp3.txt   0,0266666666666667           0,0133333333333333           0           0,206666666666667           0,146666666666667           0,06           0,213333333333333           0,16           0,08           0,0933333333333333
../../../data/testData\metal.00009.mp3.txt   0,1           0           0,06           0,0933333333333333           0,0933333333333333           0,0466666666666667           0,306666666666667           0,0866666666666667           0,0733333333333333           0,14
../../../data/testData\pop.00000.mp3.txt   0,0266666666666667           0,02           0,00666666666666667           0,0666666666666667           0,32           0,0333333333333333           0,0333333333333333           0,246666666666667           0,206666666666667           0,04
../../../data/testData\pop.00001.mp3.txt   0,00666666666666667           0,00666666666666667           0           0,06           0,286666666666667           0,0333333333333333           0,00666666666666667           0,326666666666667           0,26           0,0133333333333333
../../../data/testData\pop.00002.mp3.txt   0,00666666666666667           0           0,00666666666666667           0,0733333333333333           0,353333333333333           0,0466666666666667           0,0266666666666667           0,246666666666667           0,186666666666667           0,0533333333333333
../../../data/testData\pop.00003.mp3.txt   0,0733333333333333           0,0266666666666667           0,133333333333333           0,173333333333333           0,106666666666667           0,106666666666667           0,0533333333333333           0,0933333333333333           0,0866666666666667           0,146666666666667
../../../data/testData\pop.00004.mp3.txt   0,0666666666666667           0,02           0,0666666666666667           0,233333333333333           0,0533333333333333           0,0133333333333333           0,126666666666667           0,173333333333333           0,00666666666666667           0,24
../../../data/testData\pop.00005.mp3.txt   0,0666666666666667           0,08           0,12           0,186666666666667           0,0866666666666667           0,0866666666666667           0,0266666666666667           0,14           0,133333333333333           0,0733333333333333
../../../data/testData\pop.00006.mp3.txt   0,06           0           0,133333333333333           0,0466666666666667           0,173333333333333           0,08           0,04           0,14           0,213333333333333           0,113333333333333
../../../data/testData\pop.00007.mp3.txt   0,14           0,24           0,113333333333333           0,02           0,04           0,206666666666667           0           0,04           0,153333333333333           0,0466666666666667
../../../data/testData\pop.00008.mp3.txt   0,0666666666666667           0,0133333333333333           0,0533333333333333           0,153333333333333           0,173333333333333           0,106666666666667           0,0266666666666667           0,193333333333333           0,12           0,0933333333333333
../../../data/testData\pop.00009.mp3.txt   0,06           0           0,04           0,266666666666667           0,06           0,0733333333333333           0,0933333333333333           0,22           0           0,186666666666667
../../../data/testData\reggae.00000.mp3.txt   0,0933333333333333           0,0333333333333333           0,18           0,14           0,0733333333333333           0,22           0,0133333333333333           0,0733333333333333           0,0666666666666667           0,106666666666667
../../../data/testData\reggae.00001.mp3.txt   0,14           0,0466666666666667           0,266666666666667           0,0533333333333333           0,06           0,133333333333333           0           0,0533333333333333           0,1           0,146666666666667
../../../data/testData\reggae.00002.mp3.txt   0,0866666666666667           0,0133333333333333           0,0933333333333333           0,106666666666667           0,126666666666667           0,0733333333333333           0,00666666666666667           0,0866666666666667           0,313333333333333           0,0933333333333333
../../../data/testData\reggae.00003.mp3.txt   0,0466666666666667           0           0,0533333333333333           0,0866666666666667           0,126666666666667           0,0933333333333333           0,0133333333333333           0,0933333333333333           0,42           0,0666666666666667
../../../data/testData\reggae.00004.mp3.txt   0,0466666666666667           0,00666666666666667           0,06           0,113333333333333           0,14           0,0666666666666667           0,02           0,126666666666667           0,393333333333333           0,0266666666666667
../../../data/testData\reggae.00005.mp3.txt   0,0666666666666667           0,04           0,0866666666666667           0,0933333333333333           0,0666666666666667           0,16           0,0133333333333333           0,0933333333333333           0,3           0,08
../../../data/testData\reggae.00006.mp3.txt   0,2           0,06           0,166666666666667           0,0466666666666667           0,06           0,12           0,0133333333333333           0,0866666666666667           0,18           0,0666666666666667
../../../data/testData\reggae.00007.mp3.txt   0,08           0           0,0666666666666667           0,06           0,106666666666667           0,1           0,02           0,08           0,406666666666667           0,08
../../../data/testData\reggae.00008.mp3.txt   0,0733333333333333           0,0133333333333333           0,146666666666667           0,0533333333333333           0,0866666666666667           0,0866666666666667           0,0133333333333333           0,0933333333333333           0,326666666666667           0,106666666666667
../../../data/testData\reggae.00009.mp3.txt   0,146666666666667           0,0266666666666667           0,0733333333333333           0,0133333333333333           0,146666666666667           0,1           0           0,06           0,386666666666667           0,0466666666666667
../../../data/testData\rock.00000.mp3.txt   0,08           0,0733333333333333           0,193333333333333           0,1           0,0533333333333333           0,133333333333333           0,0333333333333333           0,0866666666666667           0,0666666666666667           0,18
../../../data/testData\rock.00001.mp3.txt   0,173333333333333           0,02           0,253333333333333           0,0266666666666667           0,06           0,1           0,04           0,06           0,14           0,126666666666667
../../../data/testData\rock.00002.mp3.txt   0,14           0,0533333333333333           0,133333333333333           0,08           0,113333333333333           0,14           0,0266666666666667           0,04           0,18           0,0933333333333333
../../../data/testData\rock.00003.mp3.txt   0,253333333333333           0,02           0,153333333333333           0,06           0,08           0,153333333333333           0,02           0,00666666666666667           0,16           0,0933333333333333
../../../data/testData\rock.00004.mp3.txt   0,166666666666667           0,04           0,133333333333333           0,0533333333333333           0,0933333333333333           0,0933333333333333           0,0466666666666667           0,04           0,213333333333333           0,12
../../../data/testData\rock.00005.mp3.txt   0,0733333333333333           0,193333333333333           0,213333333333333           0,106666666666667           0,0266666666666667           0,106666666666667           0,04           0,0533333333333333           0,02           0,166666666666667
../../../data/testData\rock.00006.mp3.txt   0,08           0,126666666666667           0,2           0,1           0,04           0,153333333333333           0,0133333333333333           0,06           0,04           0,186666666666667
../../../data/testData\rock.00007.mp3.txt   0,18           0,0666666666666667           0,386666666666667           0,02           0,0266666666666667           0,126666666666667           0,0266666666666667           0,0133333333333333           0,04           0,113333333333333
../../../data/testData\rock.00008.mp3.txt   0,06           0,1           0,16           0,12           0,00666666666666667           0,0866666666666667           0,186666666666667           0,04           0,0266666666666667           0,213333333333333
../../../data/testData\rock.00009.mp3.txt   0,16           0,153333333333333           0,226666666666667           0,0466666666666667           0,0266666666666667           0,22           0,0133333333333333           0,0133333333333333           0,0733333333333333           0,0666666666666667
Blues         classical         country         disco         hiphop         jazz         metal         pop         reggae         rock
Blues         classical         country         disco         hiphop         jazz         metal         pop         reggae         rock
../../../data/testData\blues.00000.mp3.txt   0,106666666666667           0,0666666666666667           0,226666666666667           0,0933333333333333           0,0466666666666667           0,166666666666667           0,0266666666666667           0,0866666666666667           0,0533333333333333           0,126666666666667
../../../data/testData\blues.00001.mp3.txt   0,206666666666667           0,08           0,173333333333333           0,0466666666666667           0,04           0,153333333333333           0,00666666666666667           0,0866666666666667           0,14           0,0666666666666667
../../../data/testData\blues.00002.mp3.txt   0,0733333333333333           0,0733333333333333           0,273333333333333           0,08           0,0533333333333333           0,14           0,04           0,06           0,0666666666666667           0,14
../../../data/testData\blues.00003.mp3.txt   0,253333333333333           0,0666666666666667           0,206666666666667           0,04           0,0466666666666667           0,146666666666667           0,02           0           0,16           0,06
../../../data/testData\blues.00004.mp3.txt   0,0666666666666667           0,24           0,16           0,08           0,0133333333333333           0,233333333333333           0,00666666666666667           0,0333333333333333           0,0466666666666667           0,12
../../../data/testData\blues.00005.mp3.txt   0,0866666666666667           0,206666666666667           0,166666666666667           0,0733333333333333           0,0266666666666667           0,22           0,0133333333333333           0,04           0,133333333333333           0,0333333333333333
../../../data/testData\blues.00006.mp3.txt   0,153333333333333           0,28           0,2           0,0333333333333333           0,00666666666666667           0,2           0,0133333333333333           0,02           0,0733333333333333           0,02
../../../data/testData\blues.00007.mp3.txt   0,253333333333333           0,186666666666667           0,206666666666667           0,0133333333333333           0,00666666666666667           0,213333333333333           0,0133333333333333           0,0266666666666667           0,0266666666666667           0,0533333333333333
../../../data/testData\blues.00008.mp3.txt   0,0933333333333333           0,00666666666666667           0,213333333333333           0,0866666666666667           0,106666666666667           0,06           0,08           0,06           0,16           0,133333333333333
../../../data/testData\blues.00009.mp3.txt   0,166666666666667           0,166666666666667           0,18           0,0533333333333333           0,0333333333333333           0,233333333333333           0,0133333333333333           0,0333333333333333           0,0933333333333333           0,0266666666666667
../../../data/testData\classical.00000.mp3.txt   0,04           0,413333333333333           0,166666666666667           0,0533333333333333           0           0,146666666666667           0,0333333333333333           0,06           0           0,0866666666666667
../../../data/testData\classical.00001.mp3.txt   0,04           0,426666666666667           0,106666666666667           0,0266666666666667           0,0133333333333333           0,24           0,0133333333333333           0,0333333333333333           0,0333333333333333           0,0666666666666667
../../../data/testData\classical.00002.mp3.txt   0,02           0,273333333333333           0,22           0,0533333333333333           0,02           0,18           0,0333333333333333           0,0466666666666667           0,0266666666666667           0,126666666666667
../../../data/testData\classical.00003.mp3.txt   0,06           0,453333333333333           0,06           0,06           0,0133333333333333           0,186666666666667           0,02           0,04           0,04           0,0666666666666667
../../../data/testData\classical.00004.mp3.txt   0,0666666666666667           0,313333333333333           0,133333333333333           0,0733333333333333           0,00666666666666667           0,186666666666667           0,02           0,06           0,0333333333333333           0,106666666666667
../../../data/testData\classical.00005.mp3.txt   0,0266666666666667           0,406666666666667           0,18           0,02           0,00666666666666667           0,266666666666667           0           0,02           0,0133333333333333           0,06
../../../data/testData\classical.00006.mp3.txt   0,0466666666666667           0,56           0,106666666666667           0,0266666666666667           0,02           0,16           0           0,00666666666666667           0,0266666666666667           0,0466666666666667
../../../data/testData\classical.00007.mp3.txt   0,153333333333333           0,346666666666667           0,153333333333333           0,0133333333333333           0,0333333333333333           0,16           0           0,0266666666666667           0,0866666666666667           0,0266666666666667
../../../data/testData\classical.00008.mp3.txt   0,0733333333333333           0,48           0,106666666666667           0,0333333333333333           0,0133333333333333           0,206666666666667           0,00666666666666667           0,00666666666666667           0,0333333333333333           0,04
../../../data/testData\classical.00009.mp3.txt   0,16           0,3           0,22           0,0133333333333333           0,00666666666666667           0,253333333333333           0           0,00666666666666667           0,0133333333333333           0,0266666666666667
../../../data/testData\country.00000.mp3.txt   0,08           0,0133333333333333           0,0333333333333333           0,173333333333333           0,16           0,0533333333333333           0,186666666666667           0,1           0,0666666666666667           0,133333333333333
../../../data/testData\country.00001.mp3.txt   0,06           0           0,0333333333333333           0,18           0,14           0,0333333333333333           0,286666666666667           0,08           0,02           0,166666666666667
../../../data/testData\country.00002.mp3.txt   0,0733333333333333           0,00666666666666667           0,166666666666667           0,04           0,166666666666667           0,0533333333333333           0,0466666666666667           0,14           0,226666666666667           0,08
../../../data/testData\country.00003.mp3.txt   0,12           0,0333333333333333           0,133333333333333           0,173333333333333           0,0666666666666667           0,02           0,0866666666666667           0,113333333333333           0,04           0,213333333333333
../../../data/testData\country.00004.mp3.txt   0,06           0,00666666666666667           0,0333333333333333           0,16           0,0933333333333333           0,04           0,36           0,0733333333333333           0,02           0,153333333333333
../../../data/testData\country.00005.mp3.txt   0,0666666666666667           0           0,0333333333333333           0,186666666666667           0,1           0,04           0,226666666666667           0,12           0,02           0,206666666666667
../../../data/testData\country.00006.mp3.txt   0,0866666666666667           0,00666666666666667           0,00666666666666667           0,166666666666667           0,0733333333333333           0,04           0,2           0,2           0,02           0,2
../../../data/testData\country.00007.mp3.txt   0,0933333333333333           0,00666666666666667           0,0266666666666667           0,153333333333333           0,153333333333333           0,0733333333333333           0,2           0,0866666666666667           0,0733333333333333           0,133333333333333
../../../data/testData\country.00008.mp3.txt   0,113333333333333           0,0333333333333333           0,0466666666666667           0,133333333333333           0,14           0,0666666666666667           0,186666666666667           0,06           0,0533333333333333           0,166666666666667
../../../data/testData\country.00009.mp3.txt   0,0533333333333333           0,0133333333333333           0           0,14           0,0666666666666667           0,0266666666666667           0,293333333333333           0,14           0,00666666666666667           0,26
../../../data/testData\disco.00000.mp3.txt   0,0866666666666667           0,0266666666666667           0,106666666666667           0,126666666666667           0,0933333333333333           0,0666666666666667           0,0333333333333333           0,146666666666667           0,22           0,0933333333333333
../../../data/testData\disco.00001.mp3.txt   0,0333333333333333           0,00666666666666667           0,0733333333333333           0,14           0,0333333333333333           0,0333333333333333           0,32           0,0733333333333333           0,0133333333333333           0,273333333333333
../../../data/testData\disco.00002.mp3.txt   0,0533333333333333           0,00666666666666667           0,00666666666666667           0,186666666666667           0,226666666666667           0,0333333333333333           0,1           0,266666666666667           0,0733333333333333           0,0466666666666667
../../../data/testData\disco.00003.mp3.txt   0,06           0           0,0133333333333333           0,146666666666667           0,186666666666667           0,0333333333333333           0,273333333333333           0,186666666666667           0,0266666666666667           0,0733333333333333
../../../data/testData\disco.00004.mp3.txt   0,04           0           0,04           0,306666666666667           0,0866666666666667           0,02           0,0733333333333333           0,26           0,0266666666666667           0,146666666666667
../../../data/testData\disco.00005.mp3.txt   0,14           0           0,06           0,24           0,0666666666666667           0,04           0,12           0,0933333333333333           0,0133333333333333           0,226666666666667
../../../data/testData\disco.00006.mp3.txt   0,0333333333333333           0           0,0266666666666667           0,166666666666667           0,0733333333333333           0,04           0,44           0,0533333333333333           0,00666666666666667           0,16
../../../data/testData\disco.00007.mp3.txt   0,08           0           0,04           0,273333333333333           0,166666666666667           0,0333333333333333           0,126666666666667           0,173333333333333           0,06           0,0466666666666667
../../../data/testData\disco.00008.mp3.txt   0,106666666666667           0           0,0333333333333333           0,313333333333333           0,1           0,0266666666666667           0,126666666666667           0,0866666666666667           0,0466666666666667           0,16
../../../data/testData\disco.00009.mp3.txt   0,06           0,02           0,04           0,18           0,0133333333333333           0,0466666666666667           0,206666666666667           0,08           0,02           0,333333333333333
../../../data/testData\hiphop.00000.mp3.txt   0,0866666666666667           0,0266666666666667           0,04           0,18           0,146666666666667           0,08           0,113333333333333           0,16           0,0266666666666667           0,14
../../../data/testData\hiphop.00001.mp3.txt   0,0933333333333333           0           0,0266666666666667           0,12           0,24           0,04           0,113333333333333           0,133333333333333           0,18           0,0533333333333333
../../../data/testData\hiphop.00002.mp3.txt   0,18           0,0266666666666667           0,126666666666667           0,0666666666666667           0,08           0,126666666666667           0,00666666666666667           0,0933333333333333           0,173333333333333           0,12
../../../data/testData\hiphop.00003.mp3.txt   0,0933333333333333           0           0,0133333333333333           0,173333333333333           0,213333333333333           0,0533333333333333           0,0666666666666667           0,106666666666667           0,18           0,1
../../../data/testData\hiphop.00004.mp3.txt   0,04           0,00666666666666667           0,0133333333333333           0,0533333333333333           0,346666666666667           0,0266666666666667           0,00666666666666667           0,126666666666667           0,373333333333333           0,00666666666666667
../../../data/testData\hiphop.00005.mp3.txt   0,08           0,00666666666666667           0,02           0,146666666666667           0,166666666666667           0,0666666666666667           0,246666666666667           0,12           0,04           0,106666666666667
../../../data/testData\hiphop.00006.mp3.txt   0,0333333333333333           0           0           0,0866666666666667           0,32           0,0266666666666667           0,0266666666666667           0,326666666666667           0,166666666666667           0,0133333333333333
../../../data/testData\hiphop.00007.mp3.txt   0,0466666666666667           0,00666666666666667           0,0666666666666667           0,1           0,246666666666667           0,0733333333333333           0,0466666666666667           0,1           0,266666666666667           0,0466666666666667
../../../data/testData\hiphop.00008.mp3.txt   0,0466666666666667           0,02           0,00666666666666667           0,126666666666667           0,246666666666667           0,04           0,08           0,246666666666667           0,126666666666667           0,06
../../../data/testData\hiphop.00009.mp3.txt   0,0533333333333333           0           0,00666666666666667           0,1           0,36           0,0333333333333333           0,08           0,1           0,226666666666667           0,04
../../../data/testData\jazz.00000.mp3.txt   0,0333333333333333           0,48           0,146666666666667           0,02           0,0133333333333333           0,153333333333333           0,02           0,0266666666666667           0,04           0,0666666666666667
../../../data/testData\jazz.00001.mp3.txt   0,106666666666667           0,56           0,146666666666667           0,00666666666666667           0           0,126666666666667           0           0,00666666666666667           0,02           0,0266666666666667
../../../data/testData\jazz.00002.mp3.txt   0,0866666666666667           0,346666666666667           0,2           0           0           0,213333333333333           0,0133333333333333           0,02           0,0333333333333333           0,0866666666666667
../../../data/testData\jazz.00003.mp3.txt   0,0666666666666667           0,546666666666667           0,166666666666667           0,0133333333333333           0           0,16           0,00666666666666667           0           0,00666666666666667           0,0333333333333333
../../../data/testData\jazz.00004.mp3.txt   0,0866666666666667           0,346666666666667           0,24           0,0133333333333333           0,0133333333333333           0,246666666666667           0           0,0133333333333333           0,00666666666666667           0,0333333333333333
../../../data/testData\jazz.00005.mp3.txt   0,24           0,18           0,0866666666666667           0,04           0,0266666666666667           0,233333333333333           0,00666666666666667           0,0333333333333333           0,113333333333333           0,04
../../../data/testData\jazz.00006.mp3.txt   0,173333333333333           0,153333333333333           0,353333333333333           0           0,0133333333333333           0,193333333333333           0,00666666666666667           0,02           0,06           0,0266666666666667
../../../data/testData\jazz.00007.mp3.txt   0,12           0,326666666666667           0,16           0,0133333333333333           0,0266666666666667           0,306666666666667           0           0,02           0,02           0,00666666666666667
../../../data/testData\jazz.00008.mp3.txt   0,3           0,0666666666666667           0,173333333333333           0,0266666666666667           0,0533333333333333           0,0933333333333333           0,02           0,0466666666666667           0,126666666666667           0,0933333333333333
../../../data/testData\jazz.00009.mp3.txt   0,14           0,253333333333333           0,206666666666667           0,0133333333333333           0,0266666666666667           0,253333333333333           0           0,02           0,0466666666666667           0,04
../../../data/testData\metal.00000.mp3.txt   0,04           0           0,00666666666666667           0,0733333333333333           0,04           0,0133333333333333           0,586666666666667           0,0866666666666667           0,00666666666666667           0,146666666666667
../../../data/testData\metal.00001.mp3.txt   0,0466666666666667           0           0,0133333333333333           0,106666666666667           0,02           0,0266666666666667           0,533333333333333           0,0733333333333333           0,00666666666666667           0,173333333333333
../../../data/testData\metal.00002.mp3.txt   0,106666666666667           0,02           0,06           0,0666666666666667           0,02           0,0333333333333333           0,353333333333333           0,02           0,00666666666666667           0,313333333333333
../../../data/testData\metal.00003.mp3.txt   0,0466666666666667           0           0,0133333333333333           0,0933333333333333           0,0333333333333333           0,0266666666666667           0,48           0,04           0,00666666666666667           0,26
../../../data/testData\metal.00004.mp3.txt   0,02           0           0           0,1           0,0933333333333333           0,0266666666666667           0,453333333333333           0,166666666666667           0,0133333333333333           0,126666666666667
../../../data/testData\metal.00005.mp3.txt   0,153333333333333           0,02           0,0666666666666667           0,1           0,0266666666666667           0,02           0,3           0,0333333333333333           0,04           0,24
../../../data/testData\metal.00006.mp3.txt   0,02           0           0,00666666666666667           0,146666666666667           0,02           0,0866666666666667           0,46           0,0266666666666667           0           0,233333333333333
../../../data/testData\metal.00007.mp3.txt   0,0666666666666667           0           0,02           0,0733333333333333           0,04           0,0466666666666667           0,566666666666667           0,08           0,0133333333333333           0,0933333333333333
../../../data/testData\metal.00008.mp3.txt   0,0333333333333333           0           0,0133333333333333           0,16           0,153333333333333           0,0466666666666667           0,24           0,166666666666667           0,0733333333333333           0,113333333333333
../../../data/testData\metal.00009.mp3.txt   0,08           0,00666666666666667           0,0466666666666667           0,113333333333333           0,126666666666667           0,0533333333333333           0,36           0,0466666666666667           0,06           0,106666666666667
../../../data/testData\pop.00000.mp3.txt   0,00666666666666667           0           0,0133333333333333           0,0533333333333333           0,306666666666667           0,06           0,06           0,28           0,2           0,02
../../../data/testData\pop.00001.mp3.txt   0,00666666666666667           0           0           0,113333333333333           0,273333333333333           0,0266666666666667           0,0133333333333333           0,406666666666667           0,133333333333333           0,0266666666666667
../../../data/testData\pop.00002.mp3.txt   0,0466666666666667           0           0,02           0,0666666666666667           0,366666666666667           0,0466666666666667           0,0733333333333333           0,22           0,12           0,04
../../../data/testData\pop.00003.mp3.txt   0,0666666666666667           0,0533333333333333           0,186666666666667           0,14           0,08           0,0733333333333333           0,0866666666666667           0,1           0,0866666666666667           0,126666666666667
../../../data/testData\pop.00004.mp3.txt   0,12           0,0133333333333333           0,08           0,206666666666667           0,0666666666666667           0,0266666666666667           0,0866666666666667           0,193333333333333           0,0333333333333333           0,173333333333333
../../../data/testData\pop.00005.mp3.txt   0,0733333333333333           0,0533333333333333           0,133333333333333           0,193333333333333           0,0466666666666667           0,0866666666666667           0,00666666666666667           0,16           0,126666666666667           0,12
../../../data/testData\pop.00006.mp3.txt   0,1           0,00666666666666667           0,0733333333333333           0,0866666666666667           0,133333333333333           0,1           0,06           0,1           0,26           0,08
../../../data/testData\pop.00007.mp3.txt   0,166666666666667           0,193333333333333           0,133333333333333           0,0266666666666667           0,04           0,28           0,0133333333333333           0,0733333333333333           0,04           0,0333333333333333
../../../data/testData\pop.00008.mp3.txt   0,0666666666666667           0           0,06           0,16           0,153333333333333           0,0266666666666667           0,06           0,28           0,14           0,0533333333333333
../../../data/testData\pop.00009.mp3.txt   0,0866666666666667           0           0,04           0,306666666666667           0,08           0,0733333333333333           0,133333333333333           0,16           0,00666666666666667           0,113333333333333
../../../data/testData\reggae.00000.mp3.txt   0,106666666666667           0,04           0,186666666666667           0,18           0,02           0,106666666666667           0           0,106666666666667           0,106666666666667           0,146666666666667
../../../data/testData\reggae.00001.mp3.txt   0,0866666666666667           0,0533333333333333           0,306666666666667           0,0333333333333333           0,04           0,173333333333333           0,0266666666666667           0,08           0,106666666666667           0,0933333333333333
../../../data/testData\reggae.00002.mp3.txt   0,0933333333333333           0,0466666666666667           0,133333333333333           0,0733333333333333           0,133333333333333           0,06           0,0133333333333333           0,0866666666666667           0,293333333333333           0,0666666666666667
../../../data/testData\reggae.00003.mp3.txt   0,0666666666666667           0,0266666666666667           0,0466666666666667           0,06           0,166666666666667           0,0533333333333333           0,0133333333333333           0,06           0,446666666666667           0,06
../../../data/testData\reggae.00004.mp3.txt   0,0533333333333333           0,0133333333333333           0,0533333333333333           0,0933333333333333           0,246666666666667           0,0466666666666667           0,0266666666666667           0,0733333333333333           0,353333333333333           0,04
../../../data/testData\reggae.00005.mp3.txt   0,06           0,0533333333333333           0,0866666666666667           0,0666666666666667           0,113333333333333           0,12           0,0133333333333333           0,0933333333333333           0,346666666666667           0,0466666666666667
../../../data/testData\reggae.00006.mp3.txt   0,233333333333333           0,0866666666666667           0,18           0,0333333333333333           0,08           0,113333333333333           0,00666666666666667           0,0466666666666667           0,153333333333333           0,0666666666666667
../../../data/testData\reggae.00007.mp3.txt   0,1           0,0266666666666667           0,08           0,0466666666666667           0,133333333333333           0,1           0,0133333333333333           0,0666666666666667           0,366666666666667           0,0666666666666667
../../../data/testData\reggae.00008.mp3.txt   0,06           0,0466666666666667           0,0933333333333333           0,04           0,113333333333333           0,126666666666667           0           0,133333333333333           0,32           0,0666666666666667
../../../data/testData\reggae.00009.mp3.txt   0,206666666666667           0,04           0,0666666666666667           0,0533333333333333           0,113333333333333           0,08           0           0,0466666666666667           0,36           0,0333333333333333
../../../data/testData\rock.00000.mp3.txt   0,0866666666666667           0,0733333333333333           0,2           0,153333333333333           0,06           0,0933333333333333           0,04           0,0666666666666667           0,08           0,146666666666667
../../../data/testData\rock.00001.mp3.txt   0,133333333333333           0,0333333333333333           0,26           0,0266666666666667           0,08           0,08           0,0533333333333333           0,04           0,133333333333333           0,16
../../../data/testData\rock.00002.mp3.txt   0,106666666666667           0,04           0,206666666666667           0,1           0,0866666666666667           0,14           0,00666666666666667           0,0733333333333333           0,153333333333333           0,0866666666666667
../../../data/testData\rock.00003.mp3.txt   0,22           0,0133333333333333           0,153333333333333           0,04           0,126666666666667           0,16           0,0133333333333333           0,0533333333333333           0,133333333333333           0,0866666666666667
../../../data/testData\rock.00004.mp3.txt   0,186666666666667           0,0133333333333333           0,173333333333333           0,06           0,08           0,0866666666666667           0,04           0,06           0,18           0,12
../../../data/testData\rock.00005.mp3.txt   0,0466666666666667           0,146666666666667           0,3           0,08           0,0333333333333333           0,113333333333333           0,0266666666666667           0,04           0,02           0,193333333333333
../../../data/testData\rock.00006.mp3.txt   0,08           0,146666666666667           0,26           0,06           0,0266666666666667           0,16           0,04           0,06           0,0333333333333333           0,133333333333333
../../../data/testData\rock.00007.mp3.txt   0,18           0,0733333333333333           0,426666666666667           0,0266666666666667           0,02           0,0866666666666667           0,02           0,0133333333333333           0,0666666666666667           0,0866666666666667
../../../data/testData\rock.00008.mp3.txt   0,0933333333333333           0,1           0,2           0,106666666666667           0,04           0,06           0,1           0,0466666666666667           0,0333333333333333           0,22
../../../data/testData\rock.00009.mp3.txt   0,126666666666667           0,153333333333333           0,326666666666667           0,0266666666666667           0,04           0,213333333333333           0,00666666666666667           0,0133333333333333           0,0333333333333333           0,06
Blues         classical         country         disco         hiphop         jazz         metal         pop         reggae         rock
Blues         classical         country         disco         hiphop         jazz         metal         pop         reggae         rock
